Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,1688.0243
FDG31,OUT045,719.463
FDC60,OUT045,912.5654
FDL36,OUT013,1032.7917
FDP21,OUT013,2351.5237
FDW16,OUT045,944.5066
FDX02,OUT017,3288.8887
FDQ58,OUT027,5172.425
FDT51,OUT046,939.23914
FDD59,OUT049,1354.2418
NCM42,OUT018,1218.0863
FDA57,OUT018,324.02805
FDZ48,OUT035,391.36777
FDE46,OUT045,2136.015
NCZ30,OUT019,371.11105
FDB56,OUT017,6402.6147
FDA25,OUT027,3241.2297
FDD20,OUT013,884.95654
FDL25,OUT013,509.58163
NCO18,OUT049,4573.4956
FDJ45,OUT017,683.3778
FDR12,OUT035,3065.3423
NCF19,OUT010,292.9288
FDK25,OUT046,2407.269
NCR17,OUT046,2162.2083
FDC52,OUT046,1456.8971
NCA54,OUT017,3208.44
FDR45,OUT010,774.4197
NCM19,OUT049,1925.1631
FDF39,OUT027,8139.1704
FDX23,OUT049,937.5419
FDD58,OUT027,2604.3044
FDX28,OUT013,3167.101
NCD31,OUT013,3031.4343
FDU57,OUT018,2518.9438
FDI27,OUT046,702.3301
NCM42,OUT046,1848.086
FDD32,OUT027,1930.4943
FDI34,OUT013,5167.7075
NCM29,OUT049,1257.201
FDG46,OUT018,1695.6455
DRC01,OUT010,113.071625
FDB15,OUT027,9397.807
NCA17,OUT027,2291.2168
FDF10,OUT046,4436.755
FDR26,OUT027,6871.0713
FDI02,OUT049,1313.9679
NCM54,OUT010,350.38828
FDF14,OUT013,1865.6078
FDJ33,OUT010,346.60825
FDM20,OUT035,2816.75
FDC03,OUT027,3081.6028
NCX05,OUT046,1752.784
NCM41,OUT027,4033.7812
NCU29,OUT010,386.74606
FDQ59,OUT017,1363.4022
FDH46,OUT010,316.2513
FDH09,OUT013,430.89853
NCD06,OUT045,562.7041
FDC15,OUT035,2376.6917
DRD37,OUT027,1116.5947
FDT28,OUT027,1773.1725
FDR28,OUT027,3664.0967
FDT38,OUT017,1465.6312
FDV34,OUT027,1715.8312
FDY52,OUT035,1826.4882
FDB34,OUT013,1941.3914
DRL23,OUT018,1582.1703
DRB24,OUT046,2841.756
FDJ50,OUT046,785.29663
FDQ49,OUT035,1395.2565
FDP20,OUT035,1607.586
FDV19,OUT027,4100.9375
NCR54,OUT045,3275.2944
FDO09,OUT010,561.49194
FDS57,OUT018,2111.2913
FDN10,OUT049,2654.745
FDV23,OUT049,3226.6226
FDY28,OUT049,4591.1997
DRG51,OUT013,3231.7988
FDD45,OUT019,381.55722
NCL18,OUT027,6621.6353
NCM29,OUT013,2083.8782
FDF17,OUT027,4751.46
FDE22,OUT017,3987.098
FDQ22,OUT017,387.09738
FDS01,OUT013,2939.6113
FDW35,OUT027,1067.865
FDJ33,OUT046,2436.9421
NCF54,OUT035,4704.0586
FDE09,OUT013,1962.8037
NCE06,OUT045,3131.6807
DRH49,OUT049,1470.9893
FDY43,OUT045,2256.833
NCT05,OUT017,4472.1675
FDZ34,OUT045,3852.3452
FDL38,OUT017,1440.5819
FDZ31,OUT017,3111.542
FDR14,OUT035,693.3523
NCN54,OUT049,1446.2721
NCC42,OUT027,3137.9736
FDK08,OUT017,1241.3704
FDP59,OUT013,2392.116
FDV22,OUT035,2615.5825
FDD33,OUT035,2485.7085
DRE60,OUT027,3481.4314
FDK52,OUT046,3343.08
FDA02,OUT017,2323.9849
FDM56,OUT049,2020.642
FDE57,OUT035,2217.6526
FDM32,OUT045,1240.9408
NCQ30,OUT027,3058.9841
FDQ27,OUT027,1731.534
FDT60,OUT027,2907.4802
FDU43,OUT049,4731.099
NCO55,OUT035,1681.297
FDG02,OUT045,1960.096
FDJ28,OUT013,6099.5674
FDP40,OUT045,502.18906
FDJ38,OUT045,3944.8682
NCC54,OUT017,4228.3975
NCZ41,OUT046,2762.2427
FDK38,OUT019,373.1146
FDU52,OUT013,2369.0608
FDC40,OUT046,604.86096
NCR30,OUT017,1440.6486
NCN18,OUT017,1684.2499
FDB50,OUT035,1344.9043
FDG04,OUT013,5592.3228
FDR26,OUT035,4581.15
NCT17,OUT018,2158.5835
FDX35,OUT027,3611.908
FDS12,OUT046,2670.9102
NCZ29,OUT027,2750.03
FDB38,OUT010,226.77377
FDP12,OUT013,641.5122
FDP22,OUT046,485.97543
FDS26,OUT018,3478.8867
FDR52,OUT046,3723.533
DRJ13,OUT046,1350.6335
FDU48,OUT027,3831.577
FDE29,OUT035,879.4973
NCT29,OUT049,1949.7561
DRK37,OUT018,2384.601
FDK55,OUT046,754.0774
FDR07,OUT046,1199.6675
FDO21,OUT027,6433.5396
FDK46,OUT049,5165.738
FDB12,OUT045,1527.8551
FDT31,OUT027,7368.4805
FDJ33,OUT045,2547.5657
FDC26,OUT027,3134.3052
NCQ02,OUT045,4410.8096
FDP08,OUT010,407.97238
FDB11,OUT027,3674.4404
FDV55,OUT013,1961.1735
FDW20,OUT049,2650.23
NCJ18,OUT019,406.54526
FDC41,OUT018,844.7688
FDE14,OUT027,2764.2056
FDG35,OUT013,3314.8926
FDF45,OUT035,1137.6324
FDS19,OUT027,2051.7224
FDS58,OUT019,423.37546
FDA26,OUT017,5018.9194
FDM32,OUT049,1711.6389
FDL45,OUT046,2395.9907
FDZ55,OUT049,2205.15
FDY37,OUT049,2035.5748
FDO46,OUT046,1963.1456
FDQ60,OUT046,2184.5852
FDA19,OUT018,1873.9735
FDL15,OUT046,862.6946
FDM10,OUT018,4344.7944
NCL05,OUT017,1059.1105
DRK49,OUT010,289.42978
NCE18,OUT027,6027.1255
FDG40,OUT049,739.62244
DRI59,OUT045,2845.7734
FDK28,OUT035,6100.835
NCD06,OUT019,288.08603
FDO11,OUT019,472.6412
FDK27,OUT046,1246.5264
FDT43,OUT027,749.6526
FDD38,OUT018,1756.497
FDA16,OUT049,4887.1323
FDL14,OUT027,3478.0125
NCM17,OUT049,731.7982
FDD20,OUT045,2089.7544
FDA40,OUT045,1139.3549
FDL43,OUT045,881.69214
FDV15,OUT045,1598.1478
FDE52,OUT046,1462.2059
NCL17,OUT010,485.1722
NCJ31,OUT045,1983.2489
FDR60,OUT045,1228.5189
NCA18,OUT035,1993.6917
FDS21,OUT027,1483.6293
FDW09,OUT035,1404.2861
FDL26,OUT035,4893.759
FDS47,OUT018,1155.2777
FDC39,OUT046,692.70215
FDT51,OUT035,897.0775
FDK40,OUT035,4100.3047
NCG19,OUT045,4024.7898
FDZ07,OUT046,1238.5048
FDF08,OUT027,1642.6508
FDO04,OUT013,759.4227
FDK41,OUT018,850.41724
FDP15,OUT049,3896.4146
NCD43,OUT018,1487.6907
NCP18,OUT013,3252.3496
FDZ51,OUT046,1001.3638
DRH13,OUT035,1238.1266
FDF38,OUT045,576.129
NCI43,OUT045,757.88513
FDM38,OUT027,3192.8452
FDS03,OUT013,1142.0769
DRJ47,OUT017,2594.311
FDT50,OUT010,408.74716
FDV02,OUT046,1269.3073
NCG18,OUT017,1408.0978
FDW52,OUT046,2299.3362
FDS40,OUT035,414.78
FDN31,OUT017,3091.33
FDA37,OUT045,1711.4612
FDA15,OUT046,5294.32
FDL39,OUT046,3219.3293
FDJ53,OUT045,1937.1302
FDX22,OUT013,1963.1456
NCZ42,OUT045,4245.8813
FDD56,OUT027,3950.5933
FDD40,OUT017,5433.078
FDS50,OUT013,3809.771
NCN14,OUT013,2766.973
FDT15,OUT013,2899.7363
NCS18,OUT027,3267.913
NCO26,OUT010,275.0847
FDF58,OUT018,1052.2435
NCB19,OUT013,1627.2347
FDH26,OUT017,2616.8274
DRB24,OUT027,4779.204
FDA49,OUT018,1346.235
FDB32,OUT045,910.6749
FDI36,OUT017,2559.3853
NCA17,OUT010,956.1222
FDH22,OUT013,3448.745
NCM26,OUT018,2626.9978
FDT15,OUT027,4412.397
FDB16,OUT018,1388.4965
NCP54,OUT027,3093.3928
FDJ36,OUT013,1484.1633
FDO28,OUT045,1072.7955
FDU09,OUT013,831.22534
FDF29,OUT017,1547.321
FDY08,OUT013,936.2145
DRJ59,OUT018,538.6116
FDT23,OUT027,2193.3794
FDU15,OUT018,459.0826
FDT47,OUT013,1184.3047
FDI53,OUT019,525.5582
FDR59,OUT018,3912.2537
FDD53,OUT035,356.78452
FDY51,OUT017,3896.7974
FDT04,OUT049,536.1836
FDU51,OUT049,3582.0762
FDG14,OUT035,2580.003
NCU06,OUT045,3144.332
DRG25,OUT046,3754.4934
DRH49,OUT035,1621.2969
FDN15,OUT035,1412.9148
FDL43,OUT018,625.6122
NCT18,OUT049,3045.246
NCB31,OUT013,3776.174
FDK57,OUT035,2287.232
FDY04,OUT019,417.3065
NCP54,OUT046,1098.0912
FDF41,OUT013,3191.4568
FDM01,OUT045,1137.1802
FDW03,OUT045,1960.8837
FDF28,OUT045,2059.7053
FDY37,OUT017,2316.7078
FDQ03,OUT017,3442.4036
FDP51,OUT027,3211.8245
FDJ40,OUT017,2181.9543
FDC32,OUT049,1557.7471
DRI49,OUT027,1657.866
NCW54,OUT017,490.49667
FDF09,OUT017,843.59326
FDP45,OUT018,2711.1572
DRJ23,OUT018,2737.608
FDS59,OUT017,2669.4504
FDY08,OUT046,1234.0585
FDX16,OUT049,2946.3494
FDY16,OUT018,2615.9106
FDK32,OUT035,1467.3364
FDQ22,OUT013,802.13257
NCC31,OUT018,2347.472
FDG58,OUT049,2560.8916
DRF48,OUT013,2426.6946
DRH36,OUT049,911.3264
NCR30,OUT035,2137.2708
FDB03,OUT019,645.6096
FDZ28,OUT027,3800.4692
FDR35,OUT017,2392.146
DRD15,OUT027,5616.0396
FDJ33,OUT019,339.13754
FDA56,OUT010,174.61826
FDP56,OUT046,626.0498
NCT30,OUT046,1081.2316
FDK15,OUT017,1689.3412
FDH44,OUT018,2109.8643
FDV01,OUT013,3644.8423
DRG03,OUT017,2822.597
FDG50,OUT027,3267.926
FDR16,OUT010,624.4171
FDZ60,OUT046,1164.1979
DRG03,OUT045,3231.2266
FDS56,OUT018,2250.9224
FDU33,OUT045,490.3658
DRD27,OUT035,433.42734
FDW22,OUT046,2426.0205
DRA24,OUT045,2028.7847
FDF38,OUT049,577.90515
FDX48,OUT013,1825.0272
FDS58,OUT018,2402.8516
FDC32,OUT046,1262.7938
NCQ29,OUT045,3522.5425
DRK39,OUT018,1357.6283
NCS38,OUT017,1411.8973
DRO47,OUT013,2034.5294
DRG27,OUT027,919.6649
FDC57,OUT027,6446.0435
FDS55,OUT046,2066.6177
NCJ06,OUT018,1532.7509
FDO01,OUT019,443.1345
NCM55,OUT045,3696.2273
FDC52,OUT049,2389.5474
FDQ15,OUT045,1639.4808
NCT30,OUT027,766.94836
NCR42,OUT027,571.7976
FDD28,OUT035,1080.4673
FDQ34,OUT049,1986.3428
FDZ12,OUT027,3521.1414
DRE13,OUT019,338.34213
NCN07,OUT019,423.848
FDM28,OUT035,4206.0635
FDI10,OUT017,2992.2952
FDQ25,OUT013,3160.917
FDA38,OUT010,382.91757
DRI13,OUT049,3452.983
FDY20,OUT027,2352.413
NCZ53,OUT035,2840.5159
NCM31,OUT013,2265.8364
DRB01,OUT017,2034.4603
DRF37,OUT046,3925.835
NCF42,OUT049,3923.842
FDF16,OUT018,3542.9426
FDB41,OUT013,577.0665
FDR34,OUT013,4229.359
FDR15,OUT018,1654.8821
NCV42,OUT019,342.30112
FDW51,OUT035,3283.8682
FDU36,OUT017,2248.1167
FDX60,OUT049,1175.5037
FDY03,OUT035,1560.9712
FDW55,OUT045,5644.0615
FDT01,OUT010,715.2988
FDG58,OUT013,2336.9087
FDK21,OUT017,7734.7554
NCS41,OUT019,731.3987
FDS10,OUT045,1253.1926
NCT53,OUT046,2989.0815
FDJ28,OUT018,1974.8925
FDX44,OUT045,434.8757
FDT20,OUT018,597.4689
FDO44,OUT017,1964.8933
NCX17,OUT049,5172.813
FDY01,OUT017,2635.6323
FDJ12,OUT027,3551.8281
DRK35,OUT018,532.9575
FDD47,OUT019,305.7065
NCM53,OUT035,1804.2952
FDO45,OUT013,837.47766
NCM42,OUT010,323.82175
FDE04,OUT046,2622.2898
NCI30,OUT027,6618.9126
FDZ19,OUT013,3668.9822
FDW57,OUT013,1738.7185
FDA25,OUT013,935.1156
FDT22,OUT046,1159.1013
FDP51,OUT013,1901.264
FDD48,OUT027,3455.412
FDY39,OUT035,4783.436
FDO48,OUT010,447.70468
FDD23,OUT027,5150.936
DRN35,OUT027,769.25684
FDT01,OUT035,3873.712
FDC20,OUT010,302.93515
DRJ35,OUT035,685.93286
FDB32,OUT046,641.9729
FDL24,OUT046,2659.0713
NCV42,OUT035,2461.05
FDZ46,OUT046,1707.684
FDC15,OUT013,1435.5421
FDD08,OUT019,255.79855
FDY50,OUT049,1524.2715
FDD36,OUT013,2051.7495
FDG57,OUT027,1709.1615
FDL21,OUT018,438.54416
FDN16,OUT027,1887.0923
FDJ09,OUT027,1401.6182
FDS01,OUT010,309.11948
FDV33,OUT017,5437.0557
DRE12,OUT017,2541.9602
FDR07,OUT013,1109.569
FDP48,OUT010,429.4017
NCB55,OUT035,796.82446
FDQ08,OUT013,1499.4452
FDR34,OUT035,4124.4736
FDO33,OUT046,2408.255
FDP13,OUT045,795.7982
FDX12,OUT049,3977.1096
NCT06,OUT049,2768.7732
FDR16,OUT019,589.9758
FDE36,OUT046,3261.711
FDZ36,OUT049,4092.3264
FDV13,OUT045,962.4746
NCZ17,OUT035,790.16675
FDU56,OUT045,3224.3086
FDM09,OUT035,2436.12
FDV02,OUT017,3490.131
FDS34,OUT018,1409.4174
FDA11,OUT049,705.444
FDP09,OUT017,2167.4932
FDB29,OUT027,2824.4968
FDT19,OUT017,2829.4602
DRH15,OUT017,752.41797
FDY38,OUT046,4489.3994
FDF14,OUT027,3928.2498
FDN48,OUT010,346.40097
FDQ12,OUT013,5378.0835
NCJ43,OUT045,2685.6794
FDE17,OUT019,414.72714
FDB05,OUT035,5965.7627
FDH10,OUT045,1443.5148
NCR06,OUT017,525.349
FDU32,OUT018,698.49634
FDD56,OUT049,3602.717
FDO36,OUT018,3635.0728
FDH16,OUT010,299.08237
FDX10,OUT018,827.56934
FDZ37,OUT017,810.8445
FDU31,OUT010,356.67453
DRC49,OUT049,849.6354
FDL15,OUT045,2032.8158
FDN32,OUT019,356.11667
DRH59,OUT027,2723.581
NCU29,OUT049,2150.3179
FDR37,OUT019,479.77304
FDS14,OUT018,2064.993
FDU02,OUT027,8544.459
FDJ08,OUT035,3863.5298
NCZ06,OUT045,3342.1868
FDO31,OUT049,952.272
FDH31,OUT018,618.6825
FDS58,OUT017,2217.962
NCA53,OUT027,1434.6133
FDF50,OUT046,2397.3262
NCW42,OUT049,3053.212
NCQ17,OUT045,1832.8776
FDK51,OUT018,3890.6685
NCW41,OUT010,358.119
NCR29,OUT017,706.30945
FDB08,OUT019,933.3164
FDA40,OUT027,2012.9973
FDL14,OUT018,2446.8115
FDB47,OUT046,1922.9746
FDO03,OUT035,4175.4756
DRK13,OUT019,533.3634
FDX13,OUT010,608.0187
FDF52,OUT046,4586.982
FDT11,OUT013,1576.1152
FDB08,OUT013,2397.6663
FDQ28,OUT018,2449.7896
FDD29,OUT045,5810.0254
NCQ29,OUT027,4202.5176
NCO02,OUT013,928.01355
FDR56,OUT010,341.0306
NCM54,OUT049,2311.5332
FDP51,OUT035,1175.078
FDT38,OUT013,1165.0763
FDZ20,OUT018,2932.0957
FDJ53,OUT013,2559.075
FDX13,OUT049,5109.3423
FDP58,OUT035,2321.6848
NCK31,OUT019,133.54514
FDA35,OUT018,1279.388
FDV37,OUT018,2829.4238
NCO07,OUT027,5251.032
FDA20,OUT045,1722.4187
FDZ59,OUT035,3141.7783
NCY17,OUT017,657.744
FDQ28,OUT035,2221.1587
FDV35,OUT017,2056.6133
FDQ36,OUT013,795.2599
FDD34,OUT018,2584.6326
FDK51,OUT045,1360.1505
FDV31,OUT035,5289.648
FDR04,OUT035,2341.0107
FDR14,OUT049,1032.7938
DRC36,OUT010,415.07187
FDE39,OUT019,407.2441
FDP57,OUT049,2398.718
FDE57,OUT046,1908.0618
NCN18,OUT046,1196.9594
NCQ05,OUT018,3178.6047
FDW47,OUT035,2087.9653
FDV46,OUT035,1870.5895
NCP29,OUT045,730.05457
FDE09,OUT018,701.5189
NCU06,OUT027,3557.0134
FDT19,OUT010,417.946
DRF15,OUT017,4142.2617
DRI51,OUT013,1178.4741
NCX54,OUT013,706.81433
DRE01,OUT013,3537.213
NCB07,OUT045,3375.5757
FDU50,OUT035,1536.3589
FDG40,OUT035,445.19272
FDW10,OUT018,2118.8513
FDX51,OUT013,3004.6165
NCP17,OUT045,1133.2548
FDP21,OUT035,2647.7761
FDL04,OUT045,2216.5664
FDV23,OUT013,1920.5424
FDF24,OUT046,777.2367
FDH56,OUT027,1949.3739
FDB51,OUT049,961.3445
FDI58,OUT027,3333.3044
FDR20,OUT013,1422.5085
FDC51,OUT018,1864.7118
FDB16,OUT027,1576.6936
FDE40,OUT049,878.3434
NCM17,OUT035,622.19495
FDU56,OUT035,3478.0205
FDS32,OUT019,462.28635
FDX02,OUT049,5105.6733
FDT39,OUT027,7272.855
FDE35,OUT017,1426.3473
NCI42,OUT019,361.6434
DRL23,OUT046,2007.7612
FDA10,OUT046,1893.5806
FDA11,OUT013,1635.9355
NCM06,OUT046,1705.854
NCT05,OUT035,5710.013
NCQ02,OUT010,466.16513
NCY06,OUT049,2361.4045
FDY56,OUT035,6111.31
FDL02,OUT035,1435.3319
NCI06,OUT035,3705.8762
FDQ14,OUT045,2287.8872
FDQ12,OUT017,3743.231
FDP36,OUT046,789.1887
FDK21,OUT027,6252.0024
FDO40,OUT045,2377.2139
NCK54,OUT019,293.05392
FDY09,OUT018,2573.5713
NCW30,OUT049,4280.508
NCC55,OUT027,845.2191
FDE58,OUT018,1651.5062
FDR39,OUT013,2876.5981
FDU28,OUT049,3394.363
FDH08,OUT017,2158.0742
FDG35,OUT045,4162.797
FDG22,OUT049,520.8613
FDC34,OUT035,2012.2179
FDP15,OUT018,3442.6238
FDK34,OUT010,802.53735
FDU45,OUT035,1691.9164
FDQ04,OUT027,1519.0782
FDX22,OUT018,3874.0361
FDB45,OUT017,1769.4548
NCH43,OUT027,4352.466
DRE60,OUT046,770.96375
FDD17,OUT027,5465.2456
NCM54,OUT017,2260.1482
NCH55,OUT013,1084.4609
NCT06,OUT017,2875.9795
FDA48,OUT027,7086.082
FDY58,OUT027,6348.3
FDO25,OUT045,3189.5422
FDN50,OUT045,1355.0076
FDH35,OUT035,2899.7751
FDK09,OUT045,6226.63
FDO16,OUT013,797.9442
FDW11,OUT045,819.5254
FDU47,OUT027,3888.5618
NCQ42,OUT010,332.6611
FDK55,OUT027,1962.423
FDN08,OUT049,1826.321
FDT57,OUT045,1273.1392
FDJ12,OUT018,4620.154
DRL59,OUT017,876.05237
NCN53,OUT046,362.7695
FDO51,OUT010,90.658295
FDK56,OUT017,4362.723
FDY12,OUT035,609.8341
FDU15,OUT035,566.5127
FDQ19,OUT046,4484.4624
DRF15,OUT045,2990.3113
DRE25,OUT019,266.06003
FDK57,OUT018,1900.5625
FDD33,OUT010,559.07227
FDR34,OUT027,6247.3184
FDU04,OUT045,769.45276
FDE35,OUT019,54.652195
NCD31,OUT035,3325.435
FDJ56,OUT035,2410.7395
NCU53,OUT046,2908.5396
FDD39,OUT035,3261.9138
NCU17,OUT019,330.62814
FDJ20,OUT046,1691.6407
NCW41,OUT018,2632.0579
FDL52,OUT035,541.31226
FDS39,OUT035,2355.517
DRJ47,OUT045,2920.4167
FDP13,OUT010,218.37924
DRK39,OUT010,349.32883
FDF28,OUT010,481.3115
FDB09,OUT045,1550.9408
FDM51,OUT046,1081.7402
DRM49,OUT018,630.6283
DRF23,OUT013,1901.2637
DRH01,OUT035,2889.1335
FDH12,OUT027,1831.8684
FDA28,OUT019,414.92404
FDW37,OUT018,2302.6
FDF02,OUT046,2590.003
DRL37,OUT046,596.0774
NCF43,OUT046,1519.9961
FDH08,OUT010,436.2927
FDR34,OUT019,435.91037
NCK19,OUT049,4071.2156
NCD55,OUT018,285.87485
FDT27,OUT049,3838.2986
FDQ57,OUT045,2767.5261
FDA47,OUT035,2887.0234
DRG15,OUT027,1129.054
FDE05,OUT018,3702.559
FDN46,OUT046,2202.7222
FDX27,OUT027,2604.4888
FDT51,OUT045,1686.2323
FDU33,OUT013,908.86
FDJ16,OUT027,1565.7512
FDD20,OUT019,364.38876
FDT36,OUT049,725.97144
DRF15,OUT027,3407.4978
FDN52,OUT010,382.21628
FDC22,OUT027,1638.0205
FDX15,OUT045,2648.748
FDT13,OUT013,2476.569
FDU04,OUT017,1547.4833
FDU31,OUT019,373.6821
FDW59,OUT027,1931.1268
NCO29,OUT046,1691.5234
FDL15,OUT035,3228.3435
FDI41,OUT049,847.1837
FDQ48,OUT049,1970.4592
DRI39,OUT013,592.9082
FDI08,OUT013,5626.1226
FDC21,OUT049,3199.0217
FDF58,OUT035,815.2617
FDS08,OUT010,247.51352
FDE47,OUT045,1609.7583
NCP18,OUT019,692.1604
NCR41,OUT013,980.6334
FDA27,OUT013,4726.6514
FDA43,OUT035,4518.835
FDA49,OUT045,1509.8275
NCE55,OUT018,1955.1147
DRM49,OUT027,783.29126
FDF22,OUT027,6611.177
FDQ15,OUT018,1823.2758
NCS54,OUT017,4119.666
NCY05,OUT013,282.20676
FDR45,OUT046,1983.772
FDK57,OUT049,3326.2153
FDF41,OUT010,336.5012
FDV21,OUT046,2686.1267
FDD51,OUT046,1044.7574
FDF33,OUT046,2896.361
FDA38,OUT046,5792.173
FDR56,OUT045,3793.655
NCN41,OUT017,1164.0714
FDC60,OUT027,2383.4785
FDB47,OUT045,2855.8237
DRH01,OUT013,3279.0076
FDW08,OUT046,2153.1226
FDF38,OUT027,1429.4479
FDY32,OUT017,3415.2441
FDG34,OUT049,834.1233
FDG47,OUT019,350.18723
NCF18,OUT035,4129.538
FDL39,OUT019,647.9524
NCH55,OUT035,2086.6252
DRJ35,OUT049,789.3491
FDS44,OUT035,4146.783
DRE01,OUT018,3940.4324
FDY39,OUT013,2909.9094
FDY32,OUT018,2031.1302
FDR33,OUT027,2640.3098
NCP50,OUT049,1324.2175
FDZ47,OUT018,1691.0463
FDU57,OUT049,1947.2273
FDY44,OUT013,3765.1362
DRH59,OUT018,708.96436
FDB03,OUT027,4367.344
FDY46,OUT045,1300.3739
FDM39,OUT045,1478.0864
FDY36,OUT035,534.27075
NCM55,OUT035,3296.3384
FDJ50,OUT010,323.39377
DRL60,OUT013,2314.904
NCJ54,OUT049,3206.211
FDX59,OUT017,328.37057
FDI07,OUT013,2516.1572
DRF51,OUT010,247.29892
FDM14,OUT017,2370.9375
FDP21,OUT045,1963.1456
FDE40,OUT035,872.85486
FDE05,OUT035,2222.5017
FDM13,OUT027,2700.793
FDC34,OUT027,5409.213
NCI55,OUT018,1314.0015
NCE43,OUT018,2225.6072
FDW58,OUT018,1570.3425
FDG60,OUT045,4334.313
FDV31,OUT017,3746.6902
FDR47,OUT013,2536.1904
FDM60,OUT019,239.82895
NCF06,OUT018,2151.5723
NCN26,OUT027,1098.1482
FDQ59,OUT049,1401.508
FDF09,OUT046,707.0504
NCS06,OUT017,6221.35
FDT44,OUT046,1365.622
FDI19,OUT017,5048.7817
FDT22,OUT017,832.4912
NCF54,OUT027,4006.3694
DRG25,OUT045,1802.6869
FDB59,OUT017,3801.393
FDQ37,OUT017,4282.6396
FDP56,OUT035,789.6533
FDW44,OUT035,1547.8702
FDJ26,OUT010,379.53647
FDU43,OUT018,2462.2424
FDW33,OUT045,1338.8549
NCX53,OUT027,2475.7043
FDN56,OUT010,353.5687
DRF15,OUT049,3404.2778
FDO33,OUT017,3000.226
FDZ39,OUT010,256.15085
NCJ19,OUT017,1544.767
FDU01,OUT035,3552.2913
FDT12,OUT035,3675.846
NCM18,OUT018,638.4081
FDP19,OUT017,3028.4788
NCR42,OUT049,557.9365
FDN10,OUT046,3159.1672
FDG44,OUT017,1219.143
FDQ10,OUT046,1866.7604
DRH13,OUT049,1441.9768
FDT52,OUT013,5589.3433
FDM56,OUT045,1291.7217
NCO43,OUT010,305.9592
NCV29,OUT035,2655.6194
NCF06,OUT013,5204.1284
FDO50,OUT035,1033.6376
FDT59,OUT013,3487.3425
FDX40,OUT027,1414.5471
FDE50,OUT017,2504.0972
FDX51,OUT017,3779.8157
NCD30,OUT018,996.57336
FDK15,OUT013,1994.2067
FDL12,OUT045,886.71936
FDK46,OUT017,4664.171
DRH49,OUT010,306.42624
FDQ57,OUT046,2907.3965
FDY59,OUT017,2114.5723
FDO09,OUT018,3984.1797
NCG30,OUT035,2922.41
FDM09,OUT017,3104.4363
NCN17,OUT027,4354.438
NCS42,OUT013,1044.2605
FDD02,OUT019,294.78085
FDE34,OUT013,4372.4683
FDU38,OUT045,2897.5825
FDB33,OUT046,2274.5576
NCJ29,OUT017,2039.7051
FDZ27,OUT035,664.8866
FDI40,OUT013,2630.431
FDG22,OUT013,875.44495
FDT51,OUT017,1578.2238
FDF20,OUT018,4048.3445
FDV50,OUT035,2208.5105
FDT02,OUT049,591.0801
DRC49,OUT017,3096.9375
FDF26,OUT049,1664.5955
FDV52,OUT035,2046.9413
FDX59,OUT049,929.14087
FDV25,OUT035,2127.013
FDW23,OUT027,1018.8512
FDE53,OUT018,693.365
FDA19,OUT017,1493.2465
FDH22,OUT046,1338.7501
NCO41,OUT013,2367.6245
FDX12,OUT017,3392.8582
FDF17,OUT013,1252.1823
FDS11,OUT045,2892.423
FDR51,OUT035,2411.3145
FDT49,OUT010,460.71677
FDC56,OUT013,3242.2173
FDR13,OUT027,2420.5203
FDQ60,OUT035,2164.5845
FDN38,OUT049,4413.7036
NCL29,OUT013,1493.2928
FDO13,OUT027,6382.184
FDE26,OUT018,2453.7065
FDA31,OUT010,252.44455
FDX14,OUT035,1305.3192
FDA34,OUT045,4302.582
FDF26,OUT013,2593.7754
FDE38,OUT045,1764.8239
DRI11,OUT046,1444.4265
FDQ60,OUT027,3187.949
FDL21,OUT027,672.88367
DRC12,OUT027,6688.064
FDC47,OUT046,2109.3123
FDE57,OUT045,1638.164
FDT14,OUT045,1954.5248
NCZ53,OUT046,1554.0355
FDE28,OUT018,3824.1497
FDR19,OUT035,2209.552
NCF54,OUT019,462.88693
FDZ08,OUT046,1286.6816
NCJ05,OUT018,3994.2122
FDF59,OUT046,1455.902
NCO05,OUT035,1671.477
FDW24,OUT018,658.3939
NCX42,OUT018,3257.8662
NCA53,OUT035,651.31055
FDI45,OUT019,836.89905
FDG46,OUT046,2340.549
FDM20,OUT010,477.27548
FDW11,OUT010,143.92355
FDX08,OUT035,3654.599
NCK17,OUT035,539.88
FDK32,OUT018,1631.8977
NCA42,OUT035,2301.9236
DRI01,OUT035,3303.7324
NCL55,OUT049,4349.319
DRE25,OUT018,1637.9692
FDD14,OUT017,3368.0464
FDB10,OUT046,3243.868
DRN11,OUT035,2165.082
FDP38,OUT018,871.57007
NCA30,OUT017,3326.7056
FDT15,OUT017,2848.561
NCP55,OUT018,765.312
FDF12,OUT035,2356.1035
FDM21,OUT018,4014.8474
FDX56,OUT035,5096.7334
FDF10,OUT017,2575.0913
FDT32,OUT045,3477.2827
FDM51,OUT018,696.61914
NCR50,OUT018,1377.0333
FDI19,OUT049,3267.7043
FDX21,OUT017,1208.7291
FDR31,OUT035,2165.811
FDY02,OUT013,2594.6094
NCA29,OUT045,2710.128
NCX17,OUT046,5715.041
FDM12,OUT045,2783.4077
FDI53,OUT027,4455.5933
NCU30,OUT049,2576.7122
FDC56,OUT027,4563.3267
FDK27,OUT018,1212.8553
NCK18,OUT017,2435.944
FDB52,OUT019,522.27515
DRG25,OUT027,8117.184
FDZ13,OUT049,1097.8506
